  iter      gem.score      eta.score    gamma.score    total.score   gem.mean  gem.scale    gamma.0    gamma.1    gamma.2      eta.0      eta.1      eta.2      eta.3
000001     -81171.357   -2186328.280      -1533.653   -2269033.289 3.5000e-01 1.0000e+02, 4 5.0000e-01 5.0000e-01 5.0000e-01 1.0000e+00 5.0000e-01 2.5000e-01 1.2500e-01
000002     -85829.568   -2494116.226      -1594.649   -2581540.443 3.5000e-01 1.0000e+02, 4 5.0000e-01 5.0000e-01 5.0000e-01 1.0000e+00 5.0000e-01 2.5000e-01 1.2500e-01
000003     -87880.147   -2664153.663      -1602.301   -2753636.111 3.5000e-01 1.0000e+02, 4 5.0000e-01 5.0000e-01 5.0000e-01 1.0000e+00 5.0000e-01 2.5000e-01 1.2500e-01
000004     -88540.765   -2986395.559      -1686.238   -3076622.562 3.5000e-01 1.0000e+02, 4 5.0000e-01 5.0000e-01 5.0000e-01 1.0000e+00 5.0000e-01 2.5000e-01 1.2500e-01
000005     -89098.000   -3212693.586      -1744.038   -3303535.624 3.5000e-01 1.0000e+02, 4 5.0000e-01 5.0000e-01 5.0000e-01 1.0000e+00 5.0000e-01 2.5000e-01 1.2500e-01
000006     -88668.543   -3029045.167      -1699.640   -3119413.349 3.5000e-01 1.0000e+02, 4 5.0000e-01 5.0000e-01 5.0000e-01 1.0000e+00 5.0000e-01 2.5000e-01 1.2500e-01
000007     -89205.636   -2789755.086      -1706.539   -2880667.262 3.5000e-01 1.0000e+02, 4 5.0000e-01 5.0000e-01 5.0000e-01 1.0000e+00 5.0000e-01 2.5000e-01 1.2500e-01
000008     -89672.048   -2887790.591      -1728.917   -2979191.556 3.5000e-01 1.0000e+02, 4 5.0000e-01 5.0000e-01 5.0000e-01 1.0000e+00 5.0000e-01 2.5000e-01 1.2500e-01
000009     -89731.836   -2674984.979      -1670.897   -2766387.712 3.5000e-01 1.0000e+02, 4 5.0000e-01 5.0000e-01 5.0000e-01 1.0000e+00 5.0000e-01 2.5000e-01 1.2500e-01
000010     -89884.980   -2856796.876      -1745.501   -2948427.357 3.5000e-01 1.0000e+02, 4 5.0000e-01 5.0000e-01 5.0000e-01 1.0000e+00 5.0000e-01 2.5000e-01 1.2500e-01
000011     -89405.311   -2655448.735      -1721.349   -2746575.394 3.5000e-01 1.0000e+02, 4 5.0000e-01 5.0000e-01 5.0000e-01 1.0000e+00 5.0000e-01 2.5000e-01 1.2500e-01
000012     -89701.244   -2499811.983      -1697.370   -2591210.597 3.5000e-01 1.0000e+02, 4 5.0000e-01 5.0000e-01 5.0000e-01 1.0000e+00 5.0000e-01 2.5000e-01 1.2500e-01
000013     -89844.299   -2628919.977      -1732.988   -2720497.263 3.5000e-01 1.0000e+02, 4 5.0000e-01 5.0000e-01 5.0000e-01 1.0000e+00 5.0000e-01 2.5000e-01 1.2500e-01
000014     -90210.061   -2670325.258      -1752.371   -2762287.691 3.5000e-01 1.0000e+02, 4 5.0000e-01 5.0000e-01 5.0000e-01 1.0000e+00 5.0000e-01 2.5000e-01 1.2500e-01
000015     -90277.137   -2657857.418      -1745.125   -2749879.681 3.5000e-01 1.0000e+02, 4 5.0000e-01 5.0000e-01 5.0000e-01 1.0000e+00 5.0000e-01 2.5000e-01 1.2500e-01
000016     -90519.812   -2780825.032      -1751.790   -2873096.634 3.5000e-01 1.0000e+02, 4 5.0000e-01 5.0000e-01 5.0000e-01 1.0000e+00 5.0000e-01 2.5000e-01 1.2500e-01
000017     -90265.015   -2443472.964      -1736.802   -2535474.781 3.5000e-01 1.0000e+02, 4 5.0000e-01 5.0000e-01 5.0000e-01 1.0000e+00 5.0000e-01 2.5000e-01 1.2500e-01
000018     -90196.015   -2523262.548      -1722.098   -2615180.661 3.5000e-01 1.0000e+02, 4 5.0000e-01 5.0000e-01 5.0000e-01 1.0000e+00 5.0000e-01 2.5000e-01 1.2500e-01
000019     -90026.772   -2711041.733      -1758.902   -2802827.407 3.5000e-01 1.0000e+02, 4 5.0000e-01 5.0000e-01 5.0000e-01 1.0000e+00 5.0000e-01 2.5000e-01 1.2500e-01
